"﻿变量名",name,name_tw,name_en,name_vn,name_kr,type,classify,attrAdd,stackMax,theme,icon,res,startResScale,attr,interactivityAttr,roleActionDatas,size,touchSize,relSize,startPos,position,quality,currentNum,languages
52058,Sleigh Bed,雪橇大床,Sleigh Bed,Giường Xe Tuyết,눈썰매 침대,3,2,{1=6080},1,4,city/homeland/home/icon/furniture/icon_bed.png,city/homeland/home/item/furniture/img_bed.png,1,{flip=true;interactivity=true;interactivityTime=300},{interactivityName=sleep_loop;off={x=15;y=70}},,{width=4; height=3},{width=4; height=3;off={offWidth=2;offHeight=2}},{width=3; height=3;off={offWidth=2;offHeight=2}},{x=-255;y=15},3,,,
52059,Jesper Cusion,墨綠方墊,Jesper Cusion,Đệm Xanh Đen,초록색 쿠션,3,0,{1=1795},3,4,city/homeland/home/icon/furniture/icon_dianzi.png,city/homeland/home/item/furniture/img_dianzi.png,0.7,{flip=true;interactivity=true;interactivityTime=300},{interactivityName=sleep_loop;off={x=-10;y=42}},,{width=1; height=1},{width=1; height=1;off={offWidth=1;offHeight=1}},{width=1; height=1;off={offWidth=0;offHeight=0}},{x=-70; y=6},3,,,
52060,Christmas Carpet,聖誕地毯,Christmas Carpet,Thảm Noel,크리스마스 카펫,3,1,{8=170},1,4,city/homeland/home/icon/furniture/icon_ditan.png,city/homeland/home/item/furniture/img_ditan.png,2,{flip=true;walk=true},,,{width=4; height=2},{width=4; height=2;off={offWidth=0;offHeight=0}},{width=3; height=1;off={offWidth=2;offHeight=1}},{x=-247;y=30},3,,,
52061,Bedside Table,床頭櫃,Bedside Table,Tủ Đầu Giường,침대 머릿장,3,2,{8=115},2,4,city/homeland/home/icon/furniture/icon_guizi.png,city/homeland/home/item/furniture/img_guizi.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=2;offHeight=2}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-60; y=5},3,,,
52062,Poinsettia,一品紅,Poinsettia,Nhất Phẩm Hồng,일품홍,3,0,{8=85},3,4,city/homeland/home/icon/furniture/icon_huapen1.png,city/homeland/home/item/furniture/img_huapen1.png,1.1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=2;offHeight=2}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-55; y=12},3,,,
52063,Decoration,小飾品,Decoration,Sức Phẩm Nhỏ,장신 악세서리,3,1,{7=175},4,4,city/homeland/home/icon/furniture/icon_huapen2.png,city/homeland/home/item/furniture/img_huapen2.png,1.1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=2;offHeight=2}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-38; y=13},3,,,
52064,Flower Minigarden,鮮花盆景,Flower Minigarden,Cây Cảnh Hoa Tươi,화분,3,2,{7=215},4,4,city/homeland/home/icon/furniture/icon_huapen3.png,city/homeland/home/item/furniture/img_huapen3.png,1,{flip=true},,,{width=3; height=1},{width=2; height=1;off={offWidth=2;offHeight=2}},{width=2; height=1.5;off={offWidth=2;offHeight=2}},{x=-232;y=6},3,,,
52065,Shelf,擺架,Shelf,Giá Để,전시대,3,0,{7=585},1,4,city/homeland/home/icon/furniture/icon_jiazi.png,city/homeland/home/item/furniture/img_jiazi.png,1,{flip=true},,,{width=1; height=2},{width=1; height=2;off={offWidth=2;offHeight=2}},{width=2; height=2;off={offWidth=2;offHeight=1}},{x=-55;y=2},3,,,
52066,Christmas Gifts,聖誕禮物,Christmas Gifts,Quà Noel,크리스마스 선물,3,1,{1=4695},1,4,city/homeland/home/icon/furniture/icon_lihe.png,city/homeland/home/item/furniture/img_lihe.png,1.6,{flip=true},,,{width=2; height=3},{width=1; height=2;off={offWidth=2;offHeight=2}},{width=1; height=2;off={offWidth=2;offHeight=2}},{x=-90;y=12},3,,,
52067,Reindeer,淺色馴鹿,Reindeer,Tuần Lộc Màu Nhạt,얕은 색 순록,3,2,{1=3210},2,4,city/homeland/home/icon/furniture/icon_lu1.png,city/homeland/home/item/furniture/img_lu1.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=2;off={offWidth=2;offHeight=2}},{width=1; height=2;off={offWidth=2;offHeight=2}},{x=-65;y=5},3,,,
52068,Dark Reindeer,深色馴鹿,Dark Reindeer,Tuần Lộc Màu Đậm,짙은 색 순록,3,0,{1=3370},2,4,city/homeland/home/icon/furniture/icon_lu2.png,city/homeland/home/item/furniture/img_lu2.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=2;off={offWidth=2;offHeight=2}},{width=1; height=2;off={offWidth=2;offHeight=2}},{x=-65;y=5},3,,,
52069,Floor-Lamp,落地燈,Floor-Lamp,Đèn Để Sàn,플로어 등,3,2,{8=115},2,4,city/homeland/home/icon/furniture/icon_luodideng1.png,city/homeland/home/item/furniture/img_luodideng1.png,1.15,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-45; y=20},3,,,
52070,Christmas  Floor-Lamp,聖誕地燈,Christmas  Floor-Lamp,Đèn Noel,크리스마스 플로어 등,3,0,{8=125},2,4,city/homeland/home/icon/furniture/icon_luodideng2.png,city/homeland/home/item/furniture/img_luodideng2.png,1.15,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-50; y=17},3,,,
52071,Hobbyhorse,木馬,Hobbyhorse,Ngựa Gỗ,목마,3,1,{8=220},1,4,city/homeland/home/icon/furniture/icon_muma.png,city/homeland/home/item/furniture/img_muma.png,1,{flip=true},,,{width=2; height=1},{width=2; height=2;off={offWidth=2;offHeight=2}},{width=2; height=2;off={offWidth=2;offHeight=2}},{x=-133; y=14},3,,,
52072,Christmas Screen,聖誕屏風,Christmas Screen,Bình Phong Noel,크리스마스 병풍,3,0,{7=470},2,4,city/homeland/home/icon/furniture/icon_pingfeng.png,city/homeland/home/item/furniture/img_pingfeng.png,1.1,{flip=true},,,{width=1; height=4},{width=3; height=4;off={offWidth=2;offHeight=2}},{width=1; height=4;off={offWidth=2;offHeight=2}},{x=-53; y=15},3,,,
52073,Party Sofa,聚會沙發,Party Sofa,Sofa Tụ Tập,파티 소파,3,2,{7=620},1,4,city/homeland/home/icon/furniture/icon_shafa1.png,city/homeland/home/item/furniture/img_shafa1.png,1.2,{flip=true},,,{width=3; height=2},{width=3; height=2;off={offWidth=2;offHeight=2}},{width=3; height=2;off={offWidth=2;offHeight=2}},{x=-232; y=2},3,,,
52074,Second-Hand Sofa,二手沙發,Second-Hand Sofa,Sofa Cũ,중고 소파,3,1,{7=325},2,4,city/homeland/home/icon/furniture/icon_shafa2.png,city/homeland/home/item/furniture/img_shafa2.png,1,{flip=true},,,{width=2; height=2},{width=2; height=2;off={offWidth=2;offHeight=2}},{width=2; height=2;off={offWidth=2;offHeight=2}},{x=-120;y=10},3,,,
52075,Christmas Bookcase,聖誕書架,Christmas Bookcase,Kệ Sách Noel,크리스마스 책장,3,0,{1=5185},1,4,city/homeland/home/icon/furniture/icon_shujia.png,city/homeland/home/item/furniture/img_shujia.png,1,{flip=true},,,{width=1; height=2},{width=1; height=3;off={offWidth=2;offHeight=2}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-63;y=24},3,,,
52076,Lego Bear,樂高熊仔,Lego Bear,Gấu Con Lego,레고 곰돌이,3,2,{1=3800},1,4,city/homeland/home/icon/furniture/icon_toy01.png,city/homeland/home/item/furniture/img_toy01.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=1;offHeight=1}},{width=1.5; height=1.5;off={offWidth=1;offHeight=1}},{x=-50;y=4},3,,,
52077,Lego Panda,樂高熊貓,Lego Panda,Gấu Trúc Lego,레고 판다,3,0,{8=190},1,4,city/homeland/home/icon/furniture/icon_toy02.png,city/homeland/home/item/furniture/img_toy02.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=1;offHeight=1}},{width=1.5; height=1.5;off={offWidth=1;offHeight=1}},{x=-50;y=6},3,,,
52078,Toy Train,玩具火車,Toy Train,Xe Lửa Đồ Chơi,장난감 기차,3,1,{1=4695},1,4,city/homeland/home/icon/furniture/icon_toy03.png,city/homeland/home/item/furniture/img_toy03.png,1.2,{flip=true},,,{width=4; height=4},{width=3; height=3;off={offWidth=2;offHeight=2}},{width=3; height=3;off={offWidth=2;offHeight=2}},{x=-223;y=50},3,,,
52079,Ps Xmax,PS Xmax,Ps Xmax,PS Xmax,PS Xmax,3,1,{8=275},1,4,city/homeland/home/icon/furniture/icon_tv.png,city/homeland/home/item/furniture/img_tv.png,0.75,{flip=true},,,{width=3; height=1},{width=3; height=1;off={offWidth=2;offHeight=2}},{width=3; height=1;off={offWidth=2;offHeight=2}},{x=-187;y=20},3,,,
52080,Christmas Bathtub,聖誕浴缸,Christmas Bathtub,Bồn Tắm Noel,크리스마스 욕조,3,2,{8=290},1,4,city/homeland/home/icon/furniture/icon_yupen.png,home/christub.json,1,{flip=true;interactivity=true;interactivityTime=300},{interactivityName=standby_loop;interactFurnName=kaiqi_loop;clip=true;off={x=-35;y=80}},,{width=4; height=3},{width=4; height=3;off={offWidth=2;offHeight=2}},{width=4; height=3;off={offWidth=2;offHeight=2}},{x=-65;y=114},3,,,
52081,Souvenir Table,紀念小桌,Souvenir Table,Bàn Kỉ Niệm,기념용 테이블,3,1,{7=500},1,4,city/homeland/home/icon/furniture/icon_zhuozi1.png,city/homeland/home/item/furniture/img_zhuozi1.png,1,{flip=true},,,{width=3; height=2},{width=2; height=2;off={offWidth=2;offHeight=2}},{width=2; height=2;off={offWidth=2;offHeight=2}},{x=-182;y=10},3,,,
52082,Standby Table,備用餐桌,Standby Table,Bàn Ăn Dự Bị,예비용 식탁,3,2,{7=475},1,4,city/homeland/home/icon/furniture/icon_zhuozi2.png,city/homeland/home/item/furniture/img_zhuozi2.png,1,{flip=true},,,{width=4; height=3},{width=4; height=3;off={offWidth=2;offHeight=2}},{width=4; height=3;off={offWidth=2;offHeight=2}},{x=-279;y=25},3,,,
52083,Christmas Tree,聖誕樹,Christmas Tree,Cây Noel,크리스마스 트리,3,2,{1=7600},1,4,city/homeland/home/icon/furniture/icon_tree.png,home/tree.json,1,{flip=true},,,{width=3; height=3},{width=3; height=3;off={offWidth=2;offHeight=2}},{width=3; height=3;off={offWidth=2;offHeight=2}},{x=0;y=-10},3,,,
52084,Christmas bar,吧台椅子,Christmas bar,Ghế Bar,바텐더 의자,3,0,{8=300},2,4,city/homeland/home/icon/furniture/2019_1.png,city/homeland/home/item/furniture/2019_1.png,1.15,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-50; y=17},3,,,
52085,Bar Chair,聖誕吧台,Bar Chair,Bar Noel,크리스마스 바텐더,3,2,{7=480},1,4,city/homeland/home/icon/furniture/2019_2.png,city/homeland/home/item/furniture/2019_2.png,1,{flip=true},,,{width=1; height=4},{width=1; height=4;off={offWidth=2;offHeight=2}},{width=1; height=4;off={offWidth=2;offHeight=1}},{x=-55;y=2},3,,,
52086,Christmas Table,聖誕餐桌,Christmas Table,Bàn Ăn Noel,크리스마스 식탁,3,1,{7=585},1,4,city/homeland/home/icon/furniture/2019_3.png,city/homeland/home/item/furniture/2019_3.png,1,{flip=true},,,{width=2; height=4},{width=2; height=4;off={offWidth=2;offHeight=2}},{width=2; height=4;off={offWidth=2;offHeight=1}},{x=-155;y=-15},3,,,
52087,Christmas Chair,聖誕椅子,Christmas Chair,Ghế Noel,크리스마스 의자,3,0,{8=320},2,4,city/homeland/home/icon/furniture/2019_4.png,city/homeland/home/item/furniture/2019_4.png,1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=4; height=1;off={offWidth=2;offHeight=2}},{x=-50; y=-32},3,,,
52088,Pet Cushion,寵物坐墊,Pet Cushion,Lót Ngồi Pet,애완동물 방석,3,2,{1=5500},1,4,city/homeland/home/icon/furniture/2019_5.png,city/homeland/home/item/furniture/2019_5.png,1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-70;y=10},3,,,
52089,Christmas Hanger,聖誕衣架,Christmas Hanger,Kệ Áo Noel,크리스마스 옷걸이,3,1,{8=300},2,4,city/homeland/home/icon/furniture/2019_6.png,city/homeland/home/item/furniture/2019_6.png,1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-70;y=-10},3,,,
52090,Cartoon Bed,卡通床,Cartoon Bed,Giường Cartoon,카툰 침대,3,2,{1=5500},1,4,city/homeland/home/icon/furniture/2019_7.png,city/homeland/home/item/furniture/2019_7.png,0.75,{flip=true},,,{width=3; height=2},{width=3; height=2;off={offWidth=2;offHeight=2}},{width=3; height=2;off={offWidth=2;offHeight=2}},{x=-240;y=0},3,,,
52091,Christmas New Fireplace,聖誕新壁爐,Christmas New Fireplace,Lò Sưởi Noel Mới,새로운 크리스마스 벽난로,3,0,{7=585},1,4,city/homeland/home/icon/furniture/2019_8.png,city/homeland/home/item/furniture/2019_8.png,1.1,{flip=true},,,{width=1; height=3},{width=3; height=3;off={offWidth=2;offHeight=2}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-100;y=0},3,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
53002,White Wooden Door,白色木門,White Wooden Door,Cửa gỗ trắng,하얀색 나무문,4,0,{1=3990},1,2,city/homeland/home/icon/wall_painting/door.png,city/homeland/home/item/wall_painting/door.png,1,{flip=false;right=true},,,{width=2; height=5},{width=2;height=5;off={offWidth=0;offHeight=0}},{width=2;height=5;off={offWidth=0;offHeight=0}},{x=-160; y=10},5,,,
53001,Height Ruler,身高尺,Height Ruler,Thước đo chiều cao,신장,4,1,{7=650},1,2,city/homeland/home/icon/wall_painting/chi.png,city/homeland/home/item/wall_painting/chi.png,1,{flip=true;right=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=0}},{width=1; height=3;off={offWidth=0;offHeight=0}},{x=-85; y=50},5,,,
53003,Key Pendant,鑰匙掛件,Key Pendant,Móc chìa khóa,열쇠 걸이,4,2,{8=150},2,2,city/homeland/home/icon/wall_painting/guajian.png,city/homeland/home/item/wall_painting/guajian.png,1,{flip=true;right=true},,,{width=2; height=5},{width=2; height=5;off={offWidth=0;offHeight=0}},{width=2; height=1;off={offWidth=0;offHeight=0}},{x=-140; y=180},5,,,
53004,White Wooden Window,白色木窗,White Wooden Window,Cửa sổ trắng,하얀색 나무창문,4,1,{1=3610},1,2,city/homeland/home/icon/wall_painting/chuang.png,city/homeland/home/item/wall_painting/chuang.png,1,{flip=true; left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=2.8; height=2.8;off={offWidth=0;offHeight=0}},{x=-250; y=85},5,,,
53005,Japanese Slide Door·L,日式拉門·大,Japanese Slide Door·L,Cửa trượt kiểu Nhật - lớn,일식 미닫이문·대,4,1,{7=800},1,1,city/homeland/home/icon/wall_painting/door1.png,city/homeland/home/item/wall_painting/door1.png,1,{right=true},,,{width=5; height=5},{width=5; height=5;off={offWidth=0;offHeight=0}},{width=5; height=5;off={offWidth=0;offHeight=0}},{x=-400; y=0},5,,,
53006,Wall Lamp,壁燈,Wall Lamp,Đèn tường,벽등,4,0,{8=85},4,2,city/homeland/home/icon/wall_painting/light.png,city/homeland/home/item/wall_painting/light.png,1,{flip=true;left=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=-4}},{width=1; height=1;off={offWidth=0;offHeight=0}},{x=-70; y=180},5,,,
53007,Photo Frame Wall,相框牆,Photo Frame Wall,Tường treo ảnh,액자벽,4,1,{1=2110},3,2,city/homeland/home/icon/wall_painting/picture.png,city/homeland/home/item/wall_painting/picture.png,1,{flip=true;left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=1;off={offWidth=0;offHeight=0}},{x=-230; y=170},5,,,
53008,Spring Scenery Window,窗外桃花,Spring Scenery Window,Hoa đào ngoài cửa sổ,창밖의 복숭아꽃,4,2,{1=2470},2,1,city/homeland/home/icon/wall_painting/chuang1.png,city/homeland/home/item/wall_painting/chuang1.png,1,{flip=true;left=true},,,{width=4; height=5},{width=4; height=5;off={offWidth=0;offHeight=0}},{width=3.8; height=3;off={offWidth=0;offHeight=0}},{x=-315; y=80},5,,TRUE,
53009,Japanese Slide Door·S,日式拉門·小,Japanese Slide Door·S,Cửa trượt kiểu Nhật - nhỏ,일식 미닫이문·소,4,-1,{8=45},2,1,city/homeland/home/icon/wall_painting/door2.png,city/homeland/home/item/wall_painting/door2.png,1,{right=true},,,{width=4; height=5},{width=4; height=5;off={offWidth=0;offHeight=0}},{width=4; height=5;off={offWidth=0;offHeight=0}},{x=-310; y=5},5,,TRUE,
53010,Nested Table,內嵌擺台,Nested Table,Đồ trưng bày khảm chìm,내장형 전시대,4,2,{7=950},1,1,city/homeland/home/icon/wall_painting/neiqian.png,city/homeland/home/item/wall_painting/neiqian.png,1,{flip=true;right=true},,,{width=4; height=5},{width=4; height=5;off={offWidth=0;offHeight=0}},{width=3.6; height=3;off={offWidth=0;offHeight=0}},{x=-310; y=85},5,,,
53011,Ink Painting,臘梅水墨畫,Ink Painting,Tranh thủy mặc hoa Mai,매화 수묵화,4,2,{1=1140},5,1,city/homeland/home/icon/wall_painting/zihua.png,city/homeland/home/item/wall_painting/zihua.png,1,{flip=true;right=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=0}},{width=1; height=2.2;off={offWidth=0;offHeight=0}},{x=-70; y=90},5,,,
53012,Wall Fan,掛扇,Wall Fan,Quạt treo tường,벽걸이 선풍기,4,2,{1=1825},5,1,city/homeland/home/icon/wall_painting/shanzi.png,city/homeland/home/item/wall_painting/shanzi.png,1,{flip=true;left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=2;off={offWidth=0;offHeight=0}},{x=-210; y=170},5,,,
53013,Photo Frame,相框牆飾,Photo Frame,Khung ảnh treo tường,액자벽 장식,4,2,{7=280},3,1,city/homeland/home/icon/wall_painting/bihua.png,city/homeland/home/item/wall_painting/bihua.png,1,{flip=true;left=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=0}},{width=1; height=1;off={offWidth=0;offHeight=0}},{x=-80; y=150},5,,,
53014,French Sea-View Windows,落地海景窗,French Sea-View Windows,Cửa sổ sát sàn,플로어 바다 풍경 창문,4,1,{1=7220},1,3,city/homeland/home/icon/wall_painting/img_3damen.png,city/homeland/home/item/wall_painting/img_3damen.png,1,{flip=true;right=true},,,{width=6; height=5},{width=5; height=5;off={offWidth=0;offHeight=0}},{width=5; height=4;off={offWidth=0;offHeight=0}},{x=-475; y=5},4,,,
53015,Bedside Gadget,床頭小物,Bedside Gadget,Đồ trang trí đầu giường,침대 머리의 물건,4,0,{1=3370},2,3,city/homeland/home/icon/wall_painting/img_3guajian01.png,city/homeland/home/item/wall_painting/img_3guajian01.png,1,{flip=true;right=true},,,{width=2; height=5},{width=2; height=5;off={offWidth=0;offHeight=0}},{width=2; height=1;off={offWidth=0;offHeight=0}},{x=-177; y=200},4,,,
53016,Champion Photo,沙堡冠軍照,Champion Photo,Ảnh quán quân lâu đài cát,모래성 우승 사진,4,1,{7=1000},1,3,city/homeland/home/icon/wall_painting/img_3guajian02.png,city/homeland/home/item/wall_painting/img_3guajian02.png,1,{flip=true;right=true},,,{width=4; height=5},{width=2; height=5;off={offWidth=0;offHeight=3}},{width=2; height=2;off={offWidth=0;offHeight=3}},{x=-325; y=170},4,,,
53017,Naval Life Buoy,海軍救生圈,Naval Life Buoy,Phao cứu sinh hải quân,해군 구명 튜브,4,2,{8=185},2,3,city/homeland/home/icon/wall_painting/img_3guajian03.png,city/homeland/home/item/wall_painting/img_3guajian03.png,1.2,{flip=true;left=true},,,{width=2; height=5},{width=2; height=5;off={offWidth=0;offHeight=3}},{width=2; height=2;off={offWidth=0;offHeight=3}},{x=-137; y=140},4,,,
53018,Sea-View Window·L,海景大窗,Sea-View Window·L,Cửa sổ lớn cảnh biển,바다 풍경 큰 창문,4,1,{8=275},1,3,city/homeland/home/icon/wall_painting/img_3xiaomen.png,city/homeland/home/item/wall_painting/img_3xiaomen.png,1,{flip=true;left=true},,,{width=4; height=5},{width=4; height=5;off={offWidth=0;offHeight=0}},{width=4; height=4;off={offWidth=0;offHeight=0}},{x=-320; y=0},4,,,
53019,Sea-View Window·S,海景小窗,Sea-View Window·S,Cửa sổ nhỏ cảnh biển,바다 풍경 작은 창문,4,1,{7=800},1,3,city/homeland/home/icon/wall_painting/img_3chuanghu.png,city/homeland/home/item/wall_painting/img_3chuanghu.png,0.85,{flip=true;left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=3;off={offWidth=0;offHeight=0}},{x=-240; y=125},4,,,
53020,Christmas Fireplace,聖誕壁爐,Christmas Fireplace,"Lò Sưởi Noel ",크리스마스 벽난로,4,0,{7=720},1,4,city/homeland/home/icon/wall_painting/icon_bilu.png,home/fireplace.json,1.1,{flip=true;left=true},,,{width=3; height=5},{width=2; height=5;off={offWidth=0;offHeight=0}},{width=3; height=3;off={offWidth=0;offHeight=0}},{x=-110; y=70},3,,,
53021,Christmas Door,聖誕木門,Christmas Door,Cửa Gỗ Noel,크리스마스 나무문,4,1,{1=5775},1,4,city/homeland/home/icon/wall_painting/icon_door.png,city/homeland/home/item/wall_painting/img_door.png,1.1,{flip=true;right=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=4;off={offWidth=0;offHeight=0}},{x=-255; y=15},3,,,
53022,Christmas Ring,聖誕花環,Christmas Ring,Vòng Hoa Noel,크리스마스 화환,4,0,{1=1795},3,4,city/homeland/home/icon/wall_painting/icon_hua01.png,city/homeland/home/item/wall_painting/img_hua01.png,0.9,{flip=true;right=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=-4}},{width=1; height=1;off={offWidth=0;offHeight=0}},{x=-80; y=160},3,,,
53023,Christmas Sock,襪子掛飾,Christmas Sock,Trang Sức Vớ Treo,양말 걸이 장식,4,2,{8=150},2,4,city/homeland/home/icon/wall_painting/icon_shoutao.png,city/homeland/home/item/wall_painting/img_shoutao.png,1,{flip=true;left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=2.5; height=2.5;off={offWidth=0;offHeight=0}},{x=-250; y=160},3,,,
53024,Christmas Window·S,聖誕小窗,Christmas Window·S,Cửa Sổ Noel Nhỏ,크리스마스 작은 창문,4,1,{8=115},2,4,city/homeland/home/icon/wall_painting/icon_window1.png,city/homeland/home/item/wall_painting/img_window1icon_window1.png,1.2,{flip=true;left=true},,,{width=2; height=5},{width=2; height=5;off={offWidth=0;offHeight=-1}},{width=2; height=2.2;off={offWidth=0;offHeight=0}},{x=-147; y=80},3,,,
53025,Christmas Window·L,聖誕大窗,Christmas Window·L,Cửa Sổ Noel Lớn,크리스마스 큰 창문,4,0,{8=245},1,4,city/homeland/home/icon/wall_painting/icon_window2.png,city/homeland/home/item/wall_painting/img_window2.png,1.2,{flip=true;right=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=3;off={offWidth=0;offHeight=0}},{x=-239; y=80},3,,,
53026,Christmas Wallflower,牆壁貼花,Christmas Wallflower,Giấy Dán Tường,벽 스트커 꽃,4,1,{7=225},4,4,city/homeland/home/icon/wall_painting/icon_zhaungshi.png,city/homeland/home/item/wall_painting/img_zhaungshi.png,1,{flip=true;right=true},,,{width=3; height=5},{width=2; height=5;off={offWidth=0;offHeight=0}},{width=3; height=2.2;off={offWidth=0;offHeight=2}},{x=-230; y=135},3,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
54001,Koromon,滾球獸,Koromon,Koromon,코로몬,5,0,{15=50},1,0,00ShuMa/common/portrait/01yagushou0.png,home/hero/gunqiushou/gunqiushou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54002,Punimon,普尼獸,Punimon,Punimon,푸니몬,5,1,{11=50},1,0,city/homeland/home/role/icon/shum_7.png,home/hero/punishou/punishou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54003,Baomon,包子獸,Baomon,Paomon,파오몬,5,2,{14=50},1,0,city/homeland/home/role/icon/shum_1.png,home/hero/baozishou/baozishou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54004,Reremon,狐裘獸,Reremon,Reremon,리레몬,5,0,{13=50},1,0,city/homeland/home/role/icon/shum_6.png,home/hero/huqiushou/huqiushou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54005,Leafmon,綠葉獸,Leafmon,Leafmon,잎새몬,5,1,{10=50},1,0,city/homeland/home/role/icon/shum_2.png,home/hero/lvyeshou/lvyeshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54006,Botamon,黑球獸,Botamon,Botamon,깜몬,5,2,{21=50},1,0,city/homeland/home/role/icon/shum_4.png,home/hero/heiqiushou/heiqiushou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54007,Wanyamon,汪喵獸,Wanyamon,Wanyamon,와냐몬,5,0,{19=50},1,0,city/homeland/home/role/icon/shum_3.png,home/hero/wangmiaoshou/wangmiaoshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54008,Sunmon,日光獸,Sunmon,Sunmon,선몬,5,1,{18=50},1,0,city/homeland/home/role/icon/shum_9.png,home/hero/riguangshou/riguangshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54009,Petitmon,小龍獸,Petitmon,Petitmon,쁘띠몬,5,2,{20=50},1,0,city/homeland/home/role/icon/shum_5.png,home/hero/xiaohuolong/xiaolongshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54010,Yaamon,也也獸,Yaamon,Yaamon,야몬,5,-1,{16=50},1,0,city/homeland/home/role/icon/shum_8.png,home/hero/yeyeshou/yeyeshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
